$CASNumber$,$IngredientName$,$categoryCAS$,$syn_code$,$bgSource$,$prospectCAS$,$curatedCAS$,$recog_syn$,$prospect_CAS_fromIng$,$alt_CAS$,$bgCAS$,$first_date$,$change_date$,$change_comment$
$0.05$,$8002-09-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.05$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.05279$,$formic acid$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$64-18-6$,$$,$64-18-6$,$d:2021-10-07$,$$,$$
$0.07$,$68131-71-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.075$,$7647-01-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.08437$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.0889682799930225$,$1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.09137$,$16$,$ambiguousID$,$$,$neither$,$$,$ambiguous$,$$,$$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.09137$,$16.00$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.09538$,$sodium tetraborate$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$1330-43-4$,$$,$1330-43-4$,$d:2021-10-07$,$$,$$
$0.1$,$107-19-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$107-21-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$112-27-6$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$12125-02-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$1310-58-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$1310-73-2$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$14808 - 60 - 7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$14808-60-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$26027-38-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$68603-42-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$81741-28-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.1$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.10$,$1309-37-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.10$,$13463-67-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.11444$,$100$,$ambiguousID$,$$,$neither$,$$,$ambiguous$,$$,$$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.11444$,$100.00$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$10049-04-4$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$107-21-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$111-30-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$111-76-2$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$112-27-6$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$14808-60-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$27176-87-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$56-81-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$64-19-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$67-56-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$67-63-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$7647-01-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$79-14-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$9012-54-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.15$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.15$,$trade secret (cid:787)$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.16$,$trade secret$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.17$,$7647-01-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.2$,$1310-58-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.2$,$584-08-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.2$,$9016-45-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.2$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.21097$,$sodium hydroxide$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$1310-73-2$,$$,$1310-73-2$,$d:2021-10-07$,$$,$$
$0.24$,$533-74-4$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.24$,$MISSING$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.24$,$missing$,$ambiguousID$,$$,$neither$,$$,$ambiguous$,$$,$$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$10043-35-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$107-21-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$112-27-6$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$1310-58-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$13709-94-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$64-17-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$68603-42-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$7727-54-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.25$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.3$,$13709-94-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$16887-00-6$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$64742-47-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$67-56-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$67-63-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$75-12-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.3$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.35$,$1310-73-2$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.35$,$7647-01-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.38$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.4$,$107-21-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.4$,$13709-94-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.4$,$67-48-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.4$,$68603-42-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.4$,$7772-98-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.4$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.5$,$1310-58-3$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.5$,$1319-33-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.5$,$64-17-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.5$,$67-56-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.5$,$68603-42-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.5$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.5$,$9000-30-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.55$,$107-21-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.55$,$64742-47-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.55$,$77-92-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.55$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$1319-33-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$55566-30-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$64742-47-8$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$64742-48-9$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$67-56-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$9000-30-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.6$,$trade secret$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.62$,$67-48-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.65$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.66$,$732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.7$,$67-48-1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.7$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.72$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.75$,$7727 - 54 - 0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.75$,$7727-54-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.75$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.8$,$7732-18-5$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.90879369863625$,$1$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.95$,$proprietary$,$ambiguousID$,$proprietary$,$neither$,$$,$ambiguous$,$$,$proprietary$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$0.96$,$14808-60-7$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.98$,$10222-01-2$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.98$,$7727 - 54 - 0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$0.999$,$7727-54-0$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$MISSING$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$acrylamide-acrylic acid copolymer, sulfomethylated,$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$alcohol alkoxylate$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$alcohols and ethoxylated$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$aliphatic ary acid$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$aliphatic hydrocarbon$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$alkaline salt$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$alkyl quaternary ammonium chlorides$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$alkylarylsulfonic acid$,$ambiguousID$,$close_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$alkylbenzene sulfonate$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$42615-29-2$,$['non_spec']$,$42615-29-2$,$d:2021-10-07$,$$,$$
$00-00-0$,$alkylbenzene sulfonate, compd. with 2-propanamine$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$amine salt$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$amine surfactant$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$amino alkyl phosphonic acid$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$aminophosphonic acid$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$anionic polymer$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$beta-d-mannanase$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$carboxylic acid$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$castor oil$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$8001-79-4$,$$,$8001-79-4$,$d:2021-10-07$,$$,$$
$00-00-0$,$cationic polymer$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$cocoamidopropyl betaine$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$61789-40-0$,$$,$61789-40-0$,$d:2021-10-07$,$$,$$
$00-00-0$,$colorant$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$contains non-hazardous ingredients that are shown in the non-msds section of this report.$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$sysAppMeta$,$d:2021-10-07$,$d:2021-11-13$,$tagging system approach$
$00-00-0$,$cured acrylic resin$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$cured resin$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$diethanolamide$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$diethanolamine$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$111-42-2$,$$,$111-42-2$,$d:2021-10-07$,$$,$$
$00-00-0$,$ethoxylated acohols$,$ambiguousID$,$close_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$ethoxylated alcohols$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$glycol ether$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$111-46-6$,$['non_spec']$,$111-46-6$,$d:2021-10-07$,$$,$$
$00-00-0$,$hydrocarbon$,$ambiguousID$,$close_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$iso-alkanes/n-alkanes$,$ambiguousID$,$perfect$,$neither$,$$,$ambiguous$,$$,$non_spec$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$isoquinoline$,$ambiguousID$,$perfect$,$ING_only$,$$,$ambiguous$,$$,$119-65-3$,$$,$119-65-3$,$d:2021-10-07$,$$,$$
$00-00-0$,$mannanase enzymes$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$missing$,$ambiguousID$,$$,$neither$,$$,$ambiguous$,$$,$$,$$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$mixture$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$modified polyacrylate$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$msds and non-msds ingredients listed below$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$sysAppMeta$,$d:2021-10-07$,$d:2021-11-13$,$tagging system approach$
$00-00-0$,$no hazardous ingredients$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$ambiguousID$,$d:2021-10-07$,$$,$$
$00-00-0$,$no hazardous ingredients as define by osha 29 cfr 1910.1200$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$sysAppMeta$,$d:2021-10-07$,$d:2021-11-13$,$tagging system approach$
$00-00-0$,$no hazardous substance$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$sysAppMeta$,$d:2021-10-07$,$d:2021-11-13$,$tagging system approach$
$00-00-0$,$no ingredients as hazardous according to osha 29 cfr 1910.1200$,$ambiguousID$,$no_match$,$neither$,$$,$ambiguous$,$$,$non_spec$,$unk$,$sysAppMeta$,$d:2021-10-07$,$d:2021-11-13$,$tagging system approach$
