$rawName$,$cleanName$,$xlateName$,$status$,$first_date$,$change_date$,$change_comment$
$Land and Natural Resource Development, Inc.$,$land and natural resource development, inc.$,$land and natural resource development$,$curated$,$d:2021-07-04$,$$,$$
$Lane Operating Company$,$lane operating company$,$lane operating company$,$curated$,$d:2021-07-04$,$$,$$
$Lanxess$,$lanxess$,$lanxess$,$curated$,$d:2021-07-04$,$$,$$
$Lapetco Inc$,$lapetco inc$,$lapetco$,$curated$,$d:2021-07-04$,$$,$$
$Laramie Energy II, LLC$,$laramie energy ii, llc$,$laramie energy$,$curated$,$d:2021-07-04$,$$,$$
$Laramie Energy, LLC$,$laramie energy, llc$,$laramie energy$,$curated$,$d:2021-07-04$,$$,$$
$Laredo$,$laredo$,$laredo$,$curated$,$d:2021-07-04$,$$,$$
$Laredo Energy$,$laredo energy$,$laredo$,$curated$,$d:2021-07-04$,$$,$$
$Laredo Energy Operating, LLC$,$laredo energy operating, llc$,$laredo$,$curated$,$d:2021-07-04$,$$,$$
$Laredo Petroleum$,$laredo petroleum$,$laredo$,$curated$,$d:2021-07-04$,$$,$$
$Laredo Petroleum, Inc$,$laredo petroleum, inc$,$laredo$,$curated$,$d:2021-07-04$,$$,$$
$Laredo Petroleum, Inc.$,$laredo petroleum, inc.$,$laredo$,$curated$,$d:2021-07-04$,$$,$$
$Lario$,$lario$,$lario$,$curated$,$d:2021-07-04$,$$,$$
$Lario Oil & Gas$,$lario oil & gas$,$lario$,$curated$,$d:2021-07-04$,$$,$$
$Lario Oil & Gas Company$,$lario oil & gas company$,$lario$,$curated$,$d:2021-07-04$,$$,$$
$Lario Oil and Gas$,$lario oil and gas$,$lario$,$curated$,$d:2021-07-04$,$$,$$
$Lario Transports$,$lario transports$,$lario$,$curated$,$d:2021-07-04$,$$,$$
$Latigo$,$latigo$,$latigo$,$curated$,$d:2021-07-04$,$$,$$
$Latigo Oil & Gas, Inc.$,$latigo oil & gas, inc.$,$latigo$,$curated$,$d:2021-07-04$,$$,$$
$Latigo Oil and Gas$,$latigo oil and gas$,$latigo$,$curated$,$d:2021-07-04$,$$,$$
$Latigo Petroleum$,$latigo petroleum$,$latigo$,$curated$,$d:2021-07-04$,$$,$$
$Latigo Petroleum, LLC$,$latigo petroleum, llc$,$latigo$,$curated$,$d:2021-07-04$,$$,$$
$Layline Petroleum$,$layline petroleum$,$layline petroleum$,$curated$,$d:2021-07-04$,$$,$$
$Layne$,$layne$,$layne$,$curated$,$d:2021-07-04$,$$,$$
$LeClair Operating Co., Inc.$,$leclair operating co., inc.$,$leclair operating$,$curated$,$d:2021-07-04$,$$,$$
$LeNorman Operating$,$lenorman operating$,$lenorman operating$,$curated$,$d:2021-07-04$,$$,$$
$LeNorman Operating LLC$,$lenorman operating llc$,$lenorman operating$,$curated$,$d:2021-07-04$,$$,$$
$Lease$,$lease$,$lease$,$curated$,$d:2021-07-04$,$$,$$
$Legacy Exploration, LLC I$,$legacy exploration, llc i$,$legacy$,$curated$,$d:2021-07-04$,$$,$$
$Legacy Oil & Gas ND, Inc.$,$legacy oil & gas nd, inc.$,$legacy$,$curated$,$d:2021-07-04$,$$,$$
$Legacy Reserves Operating LP$,$legacy reserves operating lp$,$legacy$,$curated$,$d:2021-07-04$,$$,$$
$Legado Permian, LLC$,$legado permian, llc$,$legado permian$,$curated$,$d:2021-07-04$,$$,$$
$Legend$,$legend$,$legend$,$curated$,$d:2021-07-04$,$$,$$
$Legend Natural Gas, LLC$,$legend natural gas, llc$,$legend$,$curated$,$d:2021-07-04$,$$,$$
$Lera$,$lera$,$lera$,$curated$,$d:2021-07-04$,$$,$$
$Lera Oil$,$lera oil$,$lera$,$curated$,$d:2021-07-04$,$$,$$
$Levant$,$levant$,$levant$,$curated$,$d:2021-07-04$,$$,$$
$Levant Energy LLc$,$levant energy llc$,$levant$,$curated$,$d:2021-07-04$,$$,$$
$Lewis$,$lewis$,$lewis$,$curated$,$d:2021-07-04$,$$,$$
$Lewis Energy Group$,$lewis energy group$,$lewis$,$curated$,$d:2021-07-04$,$$,$$
$Lewis Oil Operations, LLC$,$lewis oil operations, llc$,$lewis$,$curated$,$d:2021-07-04$,$$,$$
$Lewis Operating Co.$,$lewis operating co.$,$lewis$,$curated$,$d:2021-07-04$,$$,$$
$Lewis Petro Properties$,$lewis petro properties$,$lewis$,$curated$,$d:2021-07-04$,$$,$$
$Liberty$,$liberty$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Liberty Oilfield$,$liberty oilfield$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Liberty Oilfield Servces$,$liberty oilfield servces$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Liberty Oilfield Services$,$liberty oilfield services$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Liberty Operating, Inc.$,$liberty operating, inc.$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Liberty Resources LLC$,$liberty resources llc$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Liberty Resources Management Company, LLC$,$liberty resources management company, llc$,$liberty$,$curated$,$d:2021-07-04$,$$,$$
$Lighthouse Exploration, Inc.$,$lighthouse exploration, inc.$,$lighthouse$,$curated$,$d:2021-07-04$,$$,$$
$Lighthouse Oil & Gas LP$,$lighthouse oil & gas lp$,$lighthouse$,$curated$,$d:2021-07-04$,$$,$$
$Lightning Fluid Services$,$lightning fluid services$,$lightning$,$curated$,$d:2021-07-04$,$$,$$
$Lightning Oil Company$,$lightning oil company$,$lightning$,$curated$,$d:2021-07-04$,$$,$$
$Lightningfluids$,$lightningfluids$,$lightning$,$curated$,$d:2021-07-04$,$$,$$
$Lilis Energy$,$lilis energy$,$lilis energy$,$curated$,$d:2021-07-04$,$$,$$
$Lime Rock Resources$,$lime rock resources$,$lime rock$,$curated$,$d:2021-07-04$,$$,$$
$Lime Rock Resources, LP$,$lime rock resources, lp$,$lime rock$,$curated$,$d:2021-07-04$,$$,$$
$Limestone Exploration II, LLC$,$limestone exploration ii, llc$,$limestone exploration$,$curated$,$d:2021-07-04$,$$,$$
$Lindy$,$lindy$,$lindy$,$curated$,$d:2021-07-04$,$$,$$
$Linn$,$linn$,$linn$,$curated$,$d:2021-07-04$,$$,$$
$Linn Energy$,$linn energy$,$linn$,$curated$,$d:2021-07-04$,$$,$$
$Linn Energy, LLC$,$linn energy, llc$,$linn$,$curated$,$d:2021-07-04$,$$,$$
$Linn Operating$,$linn operating$,$linn$,$curated$,$d:2021-07-04$,$$,$$
$Liquid Gel Concentrate$,$liquid gel concentrate$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Listed Above$,$listed above$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Listed Below$,$listed below$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Llewellin$,$llewellin$,$llewellin$,$curated$,$d:2021-07-04$,$$,$$
$Llewellin Operating Company$,$llewellin operating company$,$llewellin$,$curated$,$d:2021-07-04$,$$,$$
$Llewellin Operating Company, LLC$,$llewellin operating company, llc$,$llewellin$,$curated$,$d:2021-07-04$,$$,$$
$Local Creek$,$local creek$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Local creek$,$local creek$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Location - Hood Creek, KY$,$location - hood creek, ky$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Location - Rockhouse Creek, KY$,$location - rockhouse creek, ky$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Locus Bio-Energy Solutions$,$locus bio-energy solutions$,$locus bio-energy solutions$,$curated$,$d:2021-10-07$,$$,$$
$Loki Oil LLC$,$loki oil llc$,$loki oil$,$curated$,$d:2021-07-04$,$$,$$
$Lone Star$,$lone star$,$lone star$,$curated$,$d:2021-07-04$,$$,$$
$Lone Star Industries$,$lone star industries$,$lone star$,$curated$,$d:2021-07-04$,$$,$$
$Lone Star Land & Energy II$,$lone star land & energy ii$,$lone star$,$curated$,$d:2021-07-04$,$$,$$
$Lonestar Operating LLC$,$lonestar operating llc$,$lone star$,$curated$,$d:2021-07-04$,$$,$$
$Lonestar Resources, Inc.$,$lonestar resources, inc.$,$lone star$,$curated$,$d:2021-07-04$,$$,$$
$Longfellow Energy$,$longfellow energy$,$longfellow energy$,$curated$,$d:2021-07-04$,$$,$$
$Longfellow Energy, LP$,$longfellow energy, lp$,$longfellow energy$,$curated$,$d:2021-07-04$,$$,$$
$Longs Peak Energy$,$longs peak energy$,$longs peak$,$curated$,$d:2021-07-04$,$$,$$
$Longs Peak Resources, LLC$,$longs peak resources, llc$,$longs peak$,$curated$,$d:2021-07-04$,$$,$$
$Lonza$,$lonza$,$lonza$,$curated$,$d:2021-07-04$,$$,$$
$Lonza Inc.$,$lonza inc.$,$lonza$,$curated$,$d:2021-07-04$,$$,$$
$Lu-Ray Petroleum, LLC$,$lu-ray petroleum, llc$,$lu-ray petroleum$,$curated$,$d:2021-07-04$,$$,$$
$Lubizol$,$lubizol$,$lubrizol$,$curated$,$d:2021-07-04$,$$,$$
$Lubizole$,$lubizole$,$lubrizol$,$curated$,$d:2021-07-04$,$$,$$
$Lubrizol$,$lubrizol$,$lubrizol$,$curated$,$d:2021-07-04$,$$,$$
$Luca Operation LLC$,$luca operation llc$,$luca$,$curated$,$d:2021-07-04$,$$,$$
$Luxe$,$luxe$,$luxe$,$curated$,$d:2021-07-04$,$$,$$
$Luxe Operating, LLC$,$luxe operating, llc$,$luxe$,$curated$,$d:2021-07-04$,$$,$$
$Lynn$,$lynn$,$lynn$,$curated$,$d:2021-07-04$,$$,$$
$LyondellBasell Advanced Polymers$,$lyondellbasell advanced polymers$,$lyondellbasell advanced polymers$,$curated$,$d:2021-09-12$,$$,$$
$M$,$m$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$M GROUP$,$m group$,$m group$,$curated$,$d:2021-07-04$,$$,$$
$M GROUP LLC$,$m group llc$,$m group$,$curated$,$d:2021-07-04$,$$,$$
$M I SWACO$,$m i swaco$,$m i swaco$,$curated$,$d:2021-07-04$,$$,$$
$M-I SWACO$,$m-i swaco$,$m i swaco$,$curated$,$d:2021-07-04$,$$,$$
$M. E. Operating and Services, Inc.$,$m. e. operating and services, inc.$,$m. e. operating and services$,$curated$,$d:2021-07-04$,$$,$$
$M1511487$,$m1511487$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$M1611597$,$m1611597$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$M1811920$,$m1811920$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$MACK ENERGY$,$mack energy$,$mack energy$,$curated$,$d:2021-09-12$,$$,$$
$MACKELLAR INC$,$mackellar inc$,$mackellar$,$curated$,$d:2021-07-04$,$$,$$
$MAGNABLEND$,$magnablend$,$magnablend$,$curated$,$d:2021-07-04$,$$,$$
$MAK-J Energy Colorado, LLC$,$mak-j energy colorado, llc$,$mak-j energy colorado$,$curated$,$d:2021-07-04$,$$,$$
$MAK-J Energy Colorado, LLC.$,$mak-j energy colorado, llc.$,$mak-j energy colorado$,$curated$,$d:2021-07-04$,$$,$$
$MALLINEKRODT CHEMICALS$,$mallinekrodt chemicals$,$mallinekrodt chemicals$,$curated$,$d:2021-07-04$,$$,$$
$MANTI TARKA PERMIAN OP, LLC$,$manti tarka permian op, llc$,$manti tarka permian$,$curated$,$d:2021-12-16$,$$,$$
$MANTI TARKA PERMIAN OPERATING$,$manti tarka permian operating$,$manti tarka permian$,$curated$,$d:2021-12-16$,$$,$$
$MANZANO, LLC$,$manzano, llc$,$manzano$,$curated$,$d:2021-07-04$,$$,$$
$MARATHON OIL$,$marathon oil$,$marathon$,$curated$,$d:2021-07-04$,$$,$$
$MARATHON OIL CO$,$marathon oil co$,$marathon$,$curated$,$d:2021-07-04$,$$,$$
$MASTER PETROLEU M$,$master petroleu m$,$master petroleum$,$curated$,$d:2021-07-04$,$$,$$
$MATHESON TRI-GAS$,$matheson tri-gas$,$matheson tri-gas$,$curated$,$d:2021-07-04$,$$,$$
$MAVERICK$,$maverick$,$maverick$,$curated$,$d:2021-07-04$,$$,$$
$MBI$,$mbi$,$mbi$,$curated$,$d:2021-07-04$,$$,$$
$MC$,$mc$,$mc$,$curated$,$d:2021-07-04$,$$,$$
$MC B 8630$,$mc b 8630$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$MC MX 2-2822$,$mc mx 2-2822$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$MCG Oil$,$mcg oil$,$mcg oil$,$curated$,$d:2021-07-04$,$$,$$
$MCG Oil & Gas Operating, LLC$,$mcg oil & gas operating, llc$,$mcg oil$,$curated$,$d:2021-07-04$,$$,$$
$MCOIL SERVICES$,$mcoil services$,$mcoil$,$curated$,$d:2021-07-04$,$$,$$
$MD America Energy LLC$,$md america energy llc$,$md america energy$,$curated$,$d:2021-07-04$,$$,$$
$MD America Energy, LLC.$,$md america energy, llc.$,$md america energy$,$curated$,$d:2021-07-04$,$$,$$
$MDC$,$mdc$,$mdc$,$curated$,$d:2021-07-04$,$$,$$
$MDC TEXAS ENERGY$,$mdc texas energy$,$mdc$,$curated$,$d:2021-07-04$,$$,$$
$MDC Texas Energy$,$mdc texas energy$,$mdc$,$curated$,$d:2021-07-04$,$$,$$
$MDS Energy Development LLC$,$mds energy development llc$,$mds energy$,$curated$,$d:2021-07-04$,$$,$$
$MDS Energy LTD$,$mds energy ltd$,$mds energy$,$curated$,$d:2021-07-04$,$$,$$
$MDS Energy Ltd$,$mds energy ltd$,$mds energy$,$curated$,$d:2021-07-04$,$$,$$
$MDS Energy, Ltd$,$mds energy, ltd$,$mds energy$,$curated$,$d:2021-07-04$,$$,$$
$MECO IV, LLC$,$meco iv, llc$,$meco$,$curated$,$d:2021-07-04$,$$,$$
$MECO IV-DENVER$,$meco iv-denver$,$meco$,$curated$,$d:2021-07-04$,$$,$$
$MENDELL FINISTERRE II LLC$,$mendell finisterre ii llc$,$mendell finisterre$,$curated$,$d:2021-07-04$,$$,$$
$MERIT ENERGY$,$merit energy$,$merit$,$curated$,$d:2021-07-04$,$$,$$
$METANO ENERGY iii, LP$,$metano energy iii, lp$,$metano energy$,$curated$,$d:2021-07-04$,$$,$$
$MEWBOURNE OIL COMPANY$,$mewbourne oil company$,$mewbourne$,$curated$,$d:2021-07-04$,$$,$$
$MGM Northstar$,$mgm northstar$,$mgm northstar$,$curated$,$d:2021-07-04$,$$,$$
$MGM Northstar, LLC$,$mgm northstar, llc$,$mgm northstar$,$curated$,$d:2021-07-04$,$$,$$
$MI Swaco$,$mi swaco$,$mi swaco$,$curated$,$d:2021-07-04$,$$,$$
$MIC$,$mic$,$mic$,$curated$,$d:2021-07-04$,$$,$$
$MIC Specialty$,$mic specialty$,$mic$,$curated$,$d:2021-07-04$,$$,$$
$MIC Specialty Chem$,$mic specialty chem$,$mic$,$curated$,$d:2021-07-04$,$$,$$
$MID-CHEM$,$mid-chem$,$mid-chem$,$curated$,$d:2021-07-04$,$$,$$
$MID-STATE S OPERATING CO$,$mid-state s operating co$,$mid-states operating co$,$curated$,$d:2021-07-04$,$$,$$
$MID-STATES OPERATING CO$,$mid-states operating co$,$mid-states operating co$,$curated$,$d:2021-07-04$,$$,$$
$MINING$,$mining$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$MIOX Corporation$,$miox corporation$,$miox corporation$,$curated$,$d:2021-07-04$,$$,$$
$MISSING$,$missing$,$missing$,$curated$,$d:2021-07-04$,$$,$$
$MISSION$,$mission$,$mission$,$curated$,$d:2021-07-04$,$$,$$
$MISSION WELL$,$mission well$,$mission$,$curated$,$d:2021-07-04$,$$,$$
$MISSION WELL SERVICES$,$mission well services$,$mission$,$curated$,$d:2021-07-04$,$$,$$
$MIXED$,$mixed$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$MK$,$mk$,$mk$,$curated$,$d:2021-07-04$,$$,$$
$MLC Operating, LP$,$mlc operating, lp$,$mlc operating lp$,$curated$,$d:2021-07-04$,$$,$$
$MM Energy$,$mm energy$,$mm energy$,$curated$,$d:2021-07-04$,$$,$$
$MM Energy, Inc.$,$mm energy, inc.$,$mm energy$,$curated$,$d:2021-07-04$,$$,$$
$MNT Native Chemicals, LLC$,$mnt native chemicals, llc$,$mnt native chemicals$,$curated$,$d:2021-07-04$,$$,$$
$MOUNTAIN CREEK$,$mountain creek$,$mountain creek$,$curated$,$d:2021-07-04$,$$,$$
$MPB Oil & Gas$,$mpb oil & gas$,$mpb oil & gas$,$curated$,$d:2021-07-04$,$$,$$
$MRD OPERATING LLC$,$mrd operating llc$,$mrd operating$,$curated$,$d:2021-07-04$,$$,$$
$MRD Operating LLC$,$mrd operating llc$,$mrd operating$,$curated$,$d:2021-07-04$,$$,$$
$MSC$,$msc$,$msc$,$curated$,$d:2021-07-04$,$$,$$
$MT CREEK PROD$,$mt creek prod$,$mountain creek$,$curated$,$d:2021-07-04$,$$,$$
$MULT-CHEM$,$mult-chem$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI CHEM$,$multi chem$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI-CHE$,$multi-che$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI-CHE M$,$multi-che m$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI-CHE M GROUP$,$multi-che m group$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI-CHE M GROUP LLC$,$multi-che m group llc$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI-CHEM$,$multi-chem$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTI-CHEM GROUP LLC$,$multi-chem group llc$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MULTICHEM$,$multichem$,$multi-chem$,$curated$,$d:2021-07-04$,$$,$$
$MUREX PETROLEUM CORP$,$murex petroleum corp$,$murex petroleum corp$,$curated$,$d:2021-07-04$,$$,$$
$MWS$,$mws$,$mws$,$curated$,$d:2021-07-04$,$$,$$
$MWS Producing, Inc.$,$mws producing, inc.$,$mws$,$curated$,$d:2021-07-04$,$$,$$
$MX B-8630$,$mx b-8630$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Mach Resources$,$mach resources$,$mach resources$,$curated$,$d:2021-07-04$,$$,$$
$Macha Enterprises Inc$,$macha enterprises inc$,$macha enterprises$,$curated$,$d:2021-07-04$,$$,$$
$Mack Energy$,$mack energy$,$mack energy$,$curated$,$d:2021-07-04$,$$,$$
$Mack Energy Co.$,$mack energy co.$,$mack energy$,$curated$,$d:2021-07-04$,$$,$$
$Mack Energy Corporation$,$mack energy corporation$,$mack energy$,$curated$,$d:2021-07-04$,$$,$$
$Mackey Consulting & Leasing LLC$,$mackey consulting & leasing llc$,$mackey consulting & leasing$,$curated$,$d:2021-07-04$,$$,$$
$MadMackenzie Solutions$,$madmackenzie solutions$,$madmackenzie solutions$,$curated$,$d:2021-07-04$,$$,$$
$Magna$,$magna$,$magna$,$curated$,$d:2021-07-04$,$$,$$
$Magna Blend$,$magna blend$,$magnablend$,$curated$,$d:2021-07-04$,$$,$$
$MagnaBlend$,$magnablend$,$magnablend$,$curated$,$d:2021-07-04$,$$,$$
$Magnablend$,$magnablend$,$magnablend$,$curated$,$d:2021-07-04$,$$,$$
$Magnablend, Inc.$,$magnablend, inc.$,$magnablend$,$curated$,$d:2021-07-04$,$$,$$
$Magnablend/PfP$,$magnablend/pfp$,$magnablend$,$curated$,$d:2021-07-04$,$$,$$
$Magnesium chloride$,$magnesium chloride$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Magnesium nitrate$,$magnesium nitrate$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Magnet Oil LP$,$magnet oil lp$,$magnet oil$,$curated$,$d:2021-07-04$,$$,$$
$Magnolia Oil & Gas LLC$,$magnolia oil & gas llc$,$magnolia oil & gas$,$curated$,$d:2021-07-04$,$$,$$
$Magnum$,$magnum$,$magnum$,$curated$,$d:2021-07-04$,$$,$$
$Magnum Energy, Inc.$,$magnum energy, inc.$,$magnum$,$curated$,$d:2021-07-04$,$$,$$
$Magnum Hunter Resources Corp$,$magnum hunter resources corp$,$magnum$,$curated$,$d:2021-07-04$,$$,$$
$Magnum Producing, LP$,$magnum producing, lp$,$magnum$,$curated$,$d:2021-07-04$,$$,$$
$Magpie Operating, Inc$,$magpie operating, inc$,$magpie operating$,$curated$,$d:2021-07-04$,$$,$$
$Maintenance Materials Resource$,$maintenance materials resource$,$maintenance materials resource$,$curated$,$d:2021-07-04$,$$,$$
$Makoil Inc$,$makoil inc$,$makoil$,$curated$,$d:2021-07-04$,$$,$$
$Mallard Exploration$,$mallard exploration$,$mallard exploration$,$curated$,$d:2021-07-04$,$$,$$
$Malone$,$malone$,$malone$,$curated$,$d:2021-07-04$,$$,$$
$Malone-Marsh Well$,$malone-marsh well$,$malone$,$curated$,$d:2021-07-04$,$$,$$
$Mammoth$,$mammoth$,$mammoth$,$curated$,$d:2021-07-04$,$$,$$
$Mammoth Exploration, LLC$,$mammoth exploration, llc$,$mammoth$,$curated$,$d:2021-07-04$,$$,$$
$Manti$,$manti$,$manticore$,$curated$,$d:2021-07-04$,$$,$$
$Manti Exploration Operating LLC$,$manti exploration operating llc$,$manti exploration operating$,$curated$,$d:2021-07-04$,$$,$$
$Manti Tarka Permian$,$manti tarka permian$,$manti tarka permian$,$curated$,$d:2021-07-04$,$$,$$
$Manticore$,$manticore$,$manticore$,$curated$,$d:2021-07-04$,$$,$$
$Manticore Resources$,$manticore resources$,$manticore$,$curated$,$d:2021-07-04$,$$,$$
$Manticore Resources, LLC$,$manticore resources, llc$,$manticore$,$curated$,$d:2021-07-04$,$$,$$
$Marathon$,$marathon$,$marathon$,$curated$,$d:2021-07-04$,$$,$$
$Marathon Oil$,$marathon oil$,$marathon$,$curated$,$d:2021-07-04$,$$,$$
$Marathon Oil Co$,$marathon oil co$,$marathon$,$curated$,$d:2021-07-04$,$$,$$
$Marathon Oil Corporation$,$marathon oil corporation$,$marathon$,$curated$,$d:2021-07-04$,$$,$$
$Marjo$,$marjo$,$marjo$,$curated$,$d:2021-07-04$,$$,$$
$Marjo Operating Mid-Continent, LLC$,$marjo operating mid-continent, llc$,$marjo$,$curated$,$d:2021-07-04$,$$,$$
$Marlin Energy$,$marlin energy$,$marlin energy$,$curated$,$d:2021-07-04$,$$,$$
$Marlin Energy Resources LTD$,$marlin energy resources ltd$,$marlin energy$,$curated$,$d:2021-07-04$,$$,$$
$Marlin Energy Resources, LLC$,$marlin energy resources, llc$,$marlin energy$,$curated$,$d:2021-07-04$,$$,$$
$Marlin Energy Southwest GP, L.L.C.$,$marlin energy southwest gp, l.l.c.$,$marlin energy$,$curated$,$d:2021-07-04$,$$,$$
$Marsh Trucking$,$marsh trucking$,$marsh trucking$,$curated$,$d:2021-07-04$,$$,$$
$Marshall & Winston, Inc.$,$marshall & winston, inc.$,$marshall & winston$,$curated$,$d:2021-07-04$,$$,$$
$Martin Production Company$,$martin production company$,$martin production company$,$curated$,$d:2021-07-04$,$$,$$
$Mason$,$mason$,$mason$,$curated$,$d:2021-07-04$,$$,$$
$Mason Chemical Co.$,$mason chemical co.$,$mason$,$curated$,$d:2021-07-04$,$$,$$
$Mason Chemical Company$,$mason chemical company$,$mason$,$curated$,$d:2021-07-04$,$$,$$
$Master Petroleum$,$master petroleum$,$master petroleum$,$curated$,$d:2021-07-04$,$$,$$
$Matador$,$matador$,$matador$,$curated$,$d:2021-07-04$,$$,$$
$Matador Production Coampany$,$matador production coampany$,$matador$,$curated$,$d:2021-07-04$,$$,$$
$Matador Production Company$,$matador production company$,$matador$,$curated$,$d:2021-07-04$,$$,$$
$Matador Resources$,$matador resources$,$matador$,$curated$,$d:2021-07-04$,$$,$$
$Matador_Production_Company$,$matador_production_company$,$matador$,$curated$,$d:2021-07-04$,$$,$$
$Matrix Oil Corporation$,$matrix oil corporation$,$matrix$,$curated$,$d:2021-07-04$,$$,$$
$Matrix Petroleum LLC$,$matrix petroleum llc$,$matrix$,$curated$,$d:2021-07-04$,$$,$$
$Matrix Proppants LLC$,$matrix proppants llc$,$matrix$,$curated$,$d:2021-07-04$,$$,$$
$Maverick$,$maverick$,$maverick$,$curated$,$d:2021-07-04$,$$,$$
$Maverick Brothers Resources$,$maverick brothers resources$,$maverick$,$curated$,$d:2021-07-04$,$$,$$
$Maverick Brothers Resources,LLC$,$maverick brothers resources,llc$,$maverick$,$curated$,$d:2021-07-04$,$$,$$
$Maverick Operating, LLC$,$maverick operating, llc$,$maverick$,$curated$,$d:2021-07-04$,$$,$$
$Maxidize$,$maxidize$,$maxidize$,$curated$,$d:2021-07-04$,$$,$$
$Maxim Energy$,$maxim energy$,$maxim energy$,$curated$,$d:2021-07-04$,$$,$$
$Maxim Energy Corp.$,$maxim energy corp.$,$maxim energy$,$curated$,$d:2021-07-04$,$$,$$
$Maxim Energy Corporation$,$maxim energy corporation$,$maxim energy$,$curated$,$d:2021-07-04$,$$,$$
$Maximus Operating, LTD.$,$maximus operating, ltd.$,$maximus operating$,$curated$,$d:2021-07-04$,$$,$$
$McAllen Central$,$mcallen central$,$mcallen$,$curated$,$d:2021-07-04$,$$,$$
$McAllen Central 100$,$mcallen central 100$,$mcallen$,$curated$,$d:2021-07-04$,$$,$$
$McAllen Central 50 Nabors 50$,$mcallen central 50 nabors 50$,$mcallen$,$curated$,$d:2021-07-04$,$$,$$
$McAllen Central 80 City Water 20$,$mcallen central 80 city water 20$,$mcallen$,$curated$,$d:2021-07-04$,$$,$$
$McClure Oil Co.$,$mcclure oil co.$,$mcclure oil$,$curated$,$d:2021-07-04$,$$,$$
$McCoil$,$mccoil$,$mcoil$,$curated$,$d:2021-07-04$,$$,$$
$McCommons Oil Company$,$mccommons oil company$,$mccommons oil company$,$curated$,$d:2021-07-04$,$$,$$
$McCoy Petroleum$,$mccoy petroleum$,$mccoy petroleum$,$curated$,$d:2021-07-04$,$$,$$
$McCoy Petroleum Corporation$,$mccoy petroleum corporation$,$mccoy petroleum$,$curated$,$d:2021-07-04$,$$,$$
$McElvain$,$mcelvain$,$mcelvain$,$curated$,$d:2021-07-04$,$$,$$
$McElvain Energy$,$mcelvain energy$,$mcelvain$,$curated$,$d:2021-07-04$,$$,$$
$McElvain Energy, Inc.$,$mcelvain energy, inc.$,$mcelvain$,$curated$,$d:2021-07-04$,$$,$$
$McOil$,$mcoil$,$mcoil$,$curated$,$d:2021-07-04$,$$,$$
$McOil Operating Company$,$mcoil operating company$,$mcoil$,$curated$,$d:2021-07-04$,$$,$$
$Mcallen Ranch Well #154 100%$,$mcallen ranch well #154 100%$,$mcallen$,$curated$,$d:2021-07-04$,$$,$$
$Mcelvain$,$mcelvain$,$mcelvain$,$curated$,$d:2021-07-04$,$$,$$
$Meade Energy Corp.$,$meade energy corp.$,$meade energy corp.$,$curated$,$d:2021-07-04$,$$,$$
$Meason Petroleum LLC$,$meason petroleum llc$,$meason petroleum$,$curated$,$d:2021-07-04$,$$,$$
$Medders Oil Company, Inc.$,$medders oil company, inc.$,$medders oil$,$curated$,$d:2021-07-04$,$$,$$
$Media$,$media$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Mego Resources, LLC$,$mego resources, llc$,$mego resources$,$curated$,$d:2021-07-04$,$$,$$
$Memorial Production Oper. :LLC$,$memorial production oper. :llc$,$memorial$,$curated$,$d:2021-07-04$,$$,$$
$Memorial Resource Development LLC$,$memorial resource development llc$,$memorial$,$curated$,$d:2021-07-04$,$$,$$
$Mercury Operating$,$mercury operating$,$mercury operating$,$curated$,$d:2021-07-04$,$$,$$
