$rawName$,$cleanName$,$xlateName$,$status$,$first_date$,$change_date$,$change_comment$
$Coil Chem$,$coil chem$,$coil chem$,$curated$,$d:2021-07-04$,$$,$$
$Coil Chem LLC$,$coil chem llc$,$coil chem$,$curated$,$d:2021-07-04$,$$,$$
$CoilChem$,$coilchem$,$coil chem$,$curated$,$d:2021-07-04$,$$,$$
$CoilChem, LLC$,$coilchem, llc$,$coil chem$,$curated$,$d:2021-07-04$,$$,$$
$Colgate Operating, LLC$,$colgate operating, llc$,$colgate operating$,$curated$,$d:2021-07-04$,$$,$$
$Colorado Sand Company$,$colorado sand company$,$colorado sand company$,$curated$,$d:2021-07-04$,$$,$$
$Colossal Chemical$,$colossal chemical$,$colossal chemical$,$curated$,$d:2021-07-04$,$$,$$
$Colossal Chemicals$,$colossal chemicals$,$colossal chemical$,$curated$,$d:2021-07-04$,$$,$$
$Columbus Chemical Industries$,$columbus chemical industries$,$columbus chemical industries$,$curated$,$d:2021-07-04$,$$,$$
$Columbus Chemical Industries, Inc.$,$columbus chemical industries, inc.$,$columbus chemical industries$,$curated$,$d:2021-07-04$,$$,$$
$Comanche Exploration Co., LLC$,$comanche exploration co., llc$,$comanche$,$curated$,$d:2021-07-04$,$$,$$
$Comanche Exploration Co., LLC.$,$comanche exploration co., llc.$,$comanche$,$curated$,$d:2021-07-04$,$$,$$
$Comanche Exploration Company, LLC.$,$comanche exploration company, llc.$,$comanche$,$curated$,$d:2021-07-04$,$$,$$
$Comanche Resources Co, LLC$,$comanche resources co, llc$,$comanche$,$curated$,$d:2021-07-04$,$$,$$
$Comanche Resources Company$,$comanche resources company$,$comanche$,$curated$,$d:2021-07-04$,$$,$$
$Company$,$company$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Company 1$,$company 1$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Company 2$,$company 2$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Company 3$,$company 3$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Company I$,$company i$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Company Supplied$,$company supplied$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Company1$,$company1$,$company supplied$,$curated$,$d:2021-07-04$,$$,$$
$Compass$,$compass$,$compass$,$curated$,$d:2021-07-04$,$$,$$
$Compass Chemical$,$compass chemical$,$compass$,$curated$,$d:2021-07-04$,$$,$$
$Compass Energy Operating, LLC$,$compass energy operating, llc$,$compass$,$curated$,$d:2021-07-04$,$$,$$
$Compass Fracturing$,$compass fracturing$,$compass$,$curated$,$d:2021-07-04$,$$,$$
$Competion Specialties$,$competion specialties$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Complete Energy$,$complete energy$,$complete energy$,$curated$,$d:2021-07-04$,$$,$$
$Complete Energy Services$,$complete energy services$,$complete energy$,$curated$,$d:2021-07-04$,$$,$$
$Complete Energy Services, INC$,$complete energy services, inc$,$complete energy$,$curated$,$d:2021-07-04$,$$,$$
$Completio n and Productio n Services$,$completio n and productio n services$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion & Production Services Co$,$completion & production services co$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion & Production Services Co.$,$completion & production services co.$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion Specialities$,$completion specialities$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion Specialties$,$completion specialties$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion Specialties LLC$,$completion specialties llc$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion Specialties, LLC$,$completion specialties, llc$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion Specialty$,$completion specialty$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Completion and Production Services$,$completion and production services$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Comstock$,$comstock$,$comstock$,$curated$,$d:2021-07-04$,$$,$$
$Comstock Oil & Gas$,$comstock oil & gas$,$comstock$,$curated$,$d:2021-07-04$,$$,$$
$Comstock Oil &amp; Gas$,$comstock oil &amp; gas$,$comstock$,$curated$,$d:2021-07-04$,$$,$$
$Comstock Resouces$,$comstock resouces$,$comstock$,$curated$,$d:2021-07-04$,$$,$$
$Comstock Resources$,$comstock resources$,$comstock$,$curated$,$d:2021-07-04$,$$,$$
$Conchem LTD$,$conchem ltd$,$conchem$,$curated$,$d:2021-07-04$,$$,$$
$Concho$,$concho$,$concho$,$curated$,$d:2021-07-04$,$$,$$
$Concho Oil & Gas$,$concho oil & gas$,$concho$,$curated$,$d:2021-07-04$,$$,$$
$Concho Res$,$concho res$,$concho$,$curated$,$d:2021-07-04$,$$,$$
$Concho Resources$,$concho resources$,$concho$,$curated$,$d:2021-07-04$,$$,$$
$Concho resources$,$concho resources$,$concho$,$curated$,$d:2021-07-04$,$$,$$
$Condor Energy Technology LLC$,$condor energy technology llc$,$condor energy technology$,$curated$,$d:2021-07-04$,$$,$$
$Confluence DJ LLC$,$confluence dj llc$,$confluence dj$,$curated$,$d:2021-07-04$,$$,$$
$Conlen Surfactant Technology (CST)$,$conlen surfactant technology (cst)$,$cst$,$curated$,$d:2021-07-04$,$$,$$
$Connell Bros. Company, LTD$,$connell bros. company, ltd$,$connell brothers$,$curated$,$d:2021-07-04$,$$,$$
$Connell Brothers$,$connell brothers$,$connell brothers$,$curated$,$d:2021-07-04$,$$,$$
$Conoco$,$conoco$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$Conoco Phillips$,$conoco phillips$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$ConocoPhilli ps$,$conocophilli ps$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$ConocoPhillips$,$conocophillips$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$ConocoPhillips Alaska, Inc.$,$conocophillips alaska, inc.$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$ConocoPhillips Company$,$conocophillips company$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$ConocoPhillips Company/Burlington Resources$,$conocophillips company/burlington resources$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$Conocophillip$,$conocophillip$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$Conocophillip s$,$conocophillip s$,$conoco phillips$,$curated$,$d:2021-07-04$,$$,$$
$Consol$,$consol$,$consol$,$curated$,$d:2021-07-04$,$$,$$
$Consol Energy$,$consol energy$,$consol$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated$,$consolidated$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Chemical$,$consolidated chemical$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Oil Well Serivces, LLC$,$consolidated oil well serivces, llc$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Oil Well Services$,$consolidated oil well services$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Oil Well Services LLC$,$consolidated oil well services llc$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Oil Well Services, Inc.$,$consolidated oil well services, inc.$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Oil Well Services, LLC$,$consolidated oil well services, llc$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Consolidated Oil Wells Services, LLC$,$consolidated oil wells services, llc$,$consolidated$,$curated$,$d:2021-07-04$,$$,$$
$Contact:  Archer Pressure Pumping, 2501 E. Murphy,$,$contact:  archer pressure pumping, 2501 e. murphy,$,$archer$,$curated$,$d:2021-07-04$,$$,$$
$Contact:  Universal, 6 Desta Drive, Ste. 4400, Mid$,$contact:  universal, 6 desta drive, ste. 4400, mid$,$universal$,$curated$,$d:2021-07-04$,$$,$$
$Contango Resources, Inc.$,$contango resources, inc.$,$contango resources$,$curated$,$d:2021-07-04$,$$,$$
$Continental$,$continental$,$continental$,$curated$,$d:2021-07-04$,$$,$$
$Continental Exploration$,$continental exploration$,$continental$,$curated$,$d:2021-07-04$,$$,$$
$Continental Exploration LLC$,$continental exploration llc$,$continental$,$curated$,$d:2021-07-04$,$$,$$
$Continental Resources$,$continental resources$,$continental$,$curated$,$d:2021-07-04$,$$,$$
$Continental Resources Inc$,$continental resources inc$,$continental$,$curated$,$d:2021-07-04$,$$,$$
$Continental Resources, Inc$,$continental resources, inc$,$continental$,$curated$,$d:2021-07-04$,$$,$$
$Cook Inlet Energy$,$cook inlet energy$,$cook inlet energy$,$curated$,$d:2021-07-04$,$$,$$
$Cooper$,$cooper$,$cooper$,$curated$,$d:2021-07-04$,$$,$$
$Cooper Natural$,$cooper natural$,$cooper$,$curated$,$d:2021-07-04$,$$,$$
$Cooper Natural Reaources$,$cooper natural reaources$,$cooper$,$curated$,$d:2021-07-04$,$$,$$
$Cooper Natural Resources$,$cooper natural resources$,$cooper$,$curated$,$d:2021-07-04$,$$,$$
$Cooper Oil & Gas, LLC$,$cooper oil & gas, llc$,$cooper$,$curated$,$d:2021-07-04$,$$,$$
$Copestone Operating LLC$,$copestone operating llc$,$copestone operating$,$curated$,$d:2021-07-04$,$$,$$
$Corda Corporation$,$corda corporation$,$corda corporation$,$curated$,$d:2021-07-04$,$$,$$
$Core Lab$,$core lab$,$core labs$,$curated$,$d:2021-07-04$,$$,$$
$Core Labs$,$core labs$,$core labs$,$curated$,$d:2021-07-04$,$$,$$
$CoreLab$,$corelab$,$core labs$,$curated$,$d:2021-07-04$,$$,$$
$Corinthian Exploration (USA) Corp.$,$corinthian exploration (usa) corp.$,$corinthian exploration$,$curated$,$d:2021-07-04$,$$,$$
$Corlena$,$corlena$,$corlena$,$curated$,$d:2021-07-04$,$$,$$
$Corlena Oil Company$,$corlena oil company$,$corlena$,$curated$,$d:2021-07-04$,$$,$$
$Cornerstone$,$cornerstone$,$cornerstone$,$curated$,$d:2021-07-04$,$$,$$
$Cornerstone Natural Resources$,$cornerstone natural resources$,$cornerstone$,$curated$,$d:2021-07-04$,$$,$$
$Cornerstone Natural Resources LLC$,$cornerstone natural resources llc$,$cornerstone$,$curated$,$d:2021-07-04$,$$,$$
$Cornerstone Petroleum Operating, LLC$,$cornerstone petroleum operating, llc$,$cornerstone$,$curated$,$d:2021-07-04$,$$,$$
$Corporation$,$corporation$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$Corrosion Inhibitor$,$corrosion inhibitor$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$CorsiTech$,$corsitech$,$corsitech$,$curated$,$d:2021-07-04$,$$,$$
$Corsitech$,$corsitech$,$corsitech$,$curated$,$d:2021-07-04$,$$,$$
$Corterra Energy Operating, LLC$,$corterra energy operating, llc$,$corterra energy operating$,$curated$,$d:2021-07-04$,$$,$$
$Corvia$,$corvia$,$corvia$,$curated$,$d:2021-07-04$,$$,$$
$Costa Energy, LLC$,$costa energy, llc$,$costa energy$,$curated$,$d:2021-07-04$,$$,$$
$Cottonmouth SWD LLC$,$cottonmouth swd llc$,$cottonmouth swd$,$curated$,$d:2021-07-04$,$$,$$
$Council Oak Resources$,$council oak resources$,$council oak resources$,$curated$,$d:2021-07-04$,$$,$$
$Courson Oil & Gas, Inc.$,$courson oil & gas, inc.$,$courson oil and gas$,$curated$,$d:2021-07-04$,$$,$$
$Courson Oil and Gas$,$courson oil and gas$,$courson oil and gas$,$curated$,$d:2021-07-04$,$$,$$
$Covenant Operating, LLC$,$covenant operating, llc$,$covenant operating$,$curated$,$d:2021-07-04$,$$,$$
$Covey Park Energy$,$covey park energy$,$covey park$,$curated$,$d:2021-07-04$,$$,$$
$Covey Park Gas$,$covey park gas$,$covey park$,$curated$,$d:2021-07-04$,$$,$$
$Covey Park Operating, LLC$,$covey park operating, llc$,$covey park$,$curated$,$d:2021-07-04$,$$,$$
$Covey Park Resources, LLC$,$covey park resources, llc$,$covey park$,$curated$,$d:2021-07-04$,$$,$$
$Covia$,$covia$,$covia$,$curated$,$d:2021-07-04$,$$,$$
$Covia Corporation$,$covia corporation$,$covia$,$curated$,$d:2021-07-04$,$$,$$
$Covie Holdings Corporation$,$covie holdings corporation$,$covie holdings corporation$,$curated$,$d:2021-07-04$,$$,$$
$Covington Oil$,$covington oil$,$covington oil$,$curated$,$d:2021-07-04$,$$,$$
$Covington Oil Co., Inc.$,$covington oil co., inc.$,$covington oil$,$curated$,$d:2021-07-04$,$$,$$
$Craig Elder$,$craig elder$,$craig elder$,$curated$,$d:2021-07-04$,$$,$$
$Craig Elder Oil and Gas, L.L.C.$,$craig elder oil and gas, l.l.c.$,$craig elder$,$curated$,$d:2021-07-04$,$$,$$
$Craton Alpha LLC$,$craton alpha llc$,$craton alpha$,$curated$,$d:2021-07-04$,$$,$$
$Crawley Petroleum$,$crawley petroleum$,$crawley petroleum$,$curated$,$d:2021-07-04$,$$,$$
$Crecent Point$,$crecent point$,$crescent point$,$curated$,$d:2021-07-04$,$$,$$
$Crescent$,$crescent$,$crescent point$,$curated$,$d:2021-07-04$,$$,$$
$Crescent Pass Energy, LLC$,$crescent pass energy, llc$,$crescent pass energy$,$curated$,$d:2021-07-04$,$$,$$
$Crescent Point$,$crescent point$,$crescent point$,$curated$,$d:2021-07-04$,$$,$$
$Crescent Point Energy$,$crescent point energy$,$crescent point$,$curated$,$d:2021-07-04$,$$,$$
$Crescent Point Energy US Corp$,$crescent point energy us corp$,$crescent point$,$curated$,$d:2021-07-04$,$$,$$
$Cressent$,$cressent$,$crescent point$,$curated$,$d:2021-07-04$,$$,$$
$Crest Resources, Inc.$,$crest resources, inc.$,$crest resources$,$curated$,$d:2021-07-04$,$$,$$
$Crestone Peak Resources$,$crestone peak resources$,$crestone peak resources$,$curated$,$d:2021-07-04$,$$,$$
$Crimson$,$crimson$,$crimson$,$curated$,$d:2021-07-04$,$$,$$
$Crimson Chemicals$,$crimson chemicals$,$crimson$,$curated$,$d:2021-09-12$,$$,$$
$Crimson Energy Partners III, LLC$,$crimson energy partners iii, llc$,$crimson$,$curated$,$d:2021-07-04$,$$,$$
$Crimson Exploration Oper. Inc.$,$crimson exploration oper. inc.$,$crimson$,$curated$,$d:2021-07-04$,$$,$$
$Crimson Exploration Operating, Inc.$,$crimson exploration operating, inc.$,$crimson$,$curated$,$d:2021-07-04$,$$,$$
$Crimson Resource Management$,$crimson resource management$,$crimson$,$curated$,$d:2021-07-04$,$$,$$
$Criswell Energy$,$criswell energy$,$criswell energy$,$curated$,$d:2021-07-04$,$$,$$
$Criswell Energy, LLC$,$criswell energy, llc$,$criswell energy$,$curated$,$d:2021-07-04$,$$,$$
$Crockett Operating, LLC$,$crockett operating, llc$,$crockett operating$,$curated$,$d:2021-07-04$,$$,$$
$Crose Oil Company$,$crose oil company$,$crose oil company$,$curated$,$d:2021-07-04$,$$,$$
$Cross Creek Energy LLC$,$cross creek energy llc$,$cross creek energy$,$curated$,$d:2021-07-04$,$$,$$
$Cross Timbers Energy, LLC$,$cross timbers energy, llc$,$cross timbers$,$curated$,$d:2021-07-04$,$$,$$
$Crosslinker$,$crosslinker$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Crow Creek Operating Co. III, LLC$,$crow creek operating co. iii, llc$,$crow creek operating$,$curated$,$d:2021-07-04$,$$,$$
$Crown Consulting$,$crown consulting$,$crown$,$curated$,$d:2021-07-04$,$$,$$
$Crown Energy$,$crown energy$,$crown$,$curated$,$d:2021-07-04$,$$,$$
$Crown Energy Company$,$crown energy company$,$crown$,$curated$,$d:2021-07-04$,$$,$$
$Crown Equipment Co.$,$crown equipment co.$,$crown$,$curated$,$d:2021-07-04$,$$,$$
$Crown Technology$,$crown technology$,$crown$,$curated$,$d:2021-07-04$,$$,$$
$CrownQuest$,$crownquest$,$crownquest$,$curated$,$d:2021-07-04$,$$,$$
$CrownQuest Operating$,$crownquest operating$,$crownquest$,$curated$,$d:2021-07-04$,$$,$$
$CrownQuest Operating, LLC$,$crownquest operating, llc$,$crownquest$,$curated$,$d:2021-07-04$,$$,$$
$CrownQuest Operting, LLC$,$crownquest operting, llc$,$crownquest$,$curated$,$d:2021-07-04$,$$,$$
$Crownquest$,$crownquest$,$crownquest$,$curated$,$d:2021-07-04$,$$,$$
$CrudChem$,$crudchem$,$crudechem$,$curated$,$d:2021-07-04$,$$,$$
$Crude Chem$,$crude chem$,$crudechem$,$curated$,$d:2021-07-04$,$$,$$
$Crudechem$,$crudechem$,$crudechem$,$curated$,$d:2021-07-04$,$$,$$
$Crystalline slilica: Quartz (SiO2)$,$crystalline slilica: quartz (sio2)$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Crystalline slilica: cristobalite$,$crystalline slilica: cristobalite$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Cub Creek Energy, LLC$,$cub creek energy, llc$,$cub creek energy$,$curated$,$d:2021-07-04$,$$,$$
$Cudd$,$cudd$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd  Energy Services$,$cudd  energy services$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd Cudd$,$cudd cudd$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd Energy$,$cudd energy$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd Energy Service$,$cudd energy service$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd Energy Services$,$cudd energy services$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd Pumping Services$,$cudd pumping services$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cudd Pumping Svcs$,$cudd pumping svcs$,$cudd$,$curated$,$d:2021-07-04$,$$,$$
$Cummings Oil$,$cummings oil$,$cummings oil$,$curated$,$d:2021-07-04$,$$,$$
$Cummings Oil Company$,$cummings oil company$,$cummings oil$,$curated$,$d:2021-07-04$,$$,$$
$Curl Creek Enterprises$,$curl creek enterprises$,$curl creek enterprises$,$curated$,$d:2021-07-04$,$$,$$
$Custer & Wright$,$custer & wright$,$custer & wright$,$curated$,$d:2021-07-04$,$$,$$
$Custer & Wright Operating, Inc$,$custer & wright operating, inc$,$custer & wright$,$curated$,$d:2021-07-04$,$$,$$
$Customer$,$customer$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer & CWS$,$customer & cws$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer &amp; CWS$,$customer &amp; cws$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer 1$,$customer 1$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer Hired Truck$,$customer hired truck$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer Name Here$,$customer name here$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer Supplied$,$customer supplied$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer Supplies$,$customer supplies$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer and  CWS$,$customer and  cws$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer and CWS$,$customer and cws$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Customer's$,$customer's$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Cutomer$,$cutomer$,$customer$,$curated$,$d:2021-07-04$,$$,$$
$Cyclohexene$,$cyclohexene$,$not a company$,$curated$,$d:2021-07-04$,$$,$$
$Cypress Operating, Inc.$,$cypress operating, inc.$,$cypress operating$,$curated$,$d:2021-07-04$,$$,$$
$D  B Operating$,$d  b operating$,$d  b operating$,$curated$,$d:2021-07-04$,$$,$$
$D&B Operating LLC$,$d&b operating llc$,$d&b operating$,$curated$,$d:2021-07-04$,$$,$$
$D&J OIL-ENID$,$d&j oil-enid$,$d&j oil$,$curated$,$d:2021-07-04$,$$,$$
$D&J Oil Co., Inc$,$d&j oil co., inc$,$d&j oil$,$curated$,$d:2021-07-04$,$$,$$
$D.J.F. Services, Inc.$,$d.j.f. services, inc.$,$d.j.f. services$,$curated$,$d:2021-07-04$,$$,$$
$D1210017$,$d1210017$,$ambiguous$,$curated$,$d:2021-07-04$,$$,$$
$DADGER MININ$,$dadger minin$,$badger$,$curated$,$d:2021-07-04$,$$,$$
$DAKOTA CHEMICAL$,$dakota chemical$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$DALES$,$dales$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$DALES TANK$,$dales tank$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$DALES TANK SERVICE$,$dales tank service$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$DALES TANK TRUCKS$,$dales tank trucks$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$DANLIN$,$danlin$,$danlin$,$curated$,$d:2021-07-04$,$$,$$
$DANLIN INDUSTRIE$,$danlin industrie$,$danlin$,$curated$,$d:2021-07-04$,$$,$$
$DBA National Petrochem$,$dba national petrochem$,$national petrochem$,$curated$,$d:2021-07-04$,$$,$$
$DC Energy$,$dc energy$,$dc energy$,$curated$,$d:2021-07-04$,$$,$$
$DCS$,$dcs$,$dcs$,$curated$,$d:2021-07-04$,$$,$$
$DE Operating LLC$,$de operating llc$,$de operating$,$curated$,$d:2021-07-04$,$$,$$
$DE3 Operating LLC$,$de3 operating llc$,$de3 operating$,$curated$,$d:2021-07-04$,$$,$$
$DESI$,$desi$,$desi$,$curated$,$d:2021-07-04$,$$,$$
$DEVON$,$devon$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY$,$devon energy$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY CORP-BRID GEPORT$,$devon energy corp-brid geport$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY CORP-BRIDGEPORT$,$devon energy corp-bridgeport$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY CORP-OKLA HOMA CITY$,$devon energy corp-okla homa city$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY CORP-OKLAHOMA CITY$,$devon energy corp-oklahoma city$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY PRODUCTION CO$,$devon energy production co$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DEVON ENERGY PRODUCTION CO., L.P.$,$devon energy production co., l.p.$,$devon$,$curated$,$d:2021-07-04$,$$,$$
$DFT$,$dft$,$dft$,$curated$,$d:2021-07-04$,$$,$$
$DGP Energy$,$dgp energy$,$dgp energy$,$curated$,$d:2021-07-04$,$$,$$
$DGP Energy, LLC$,$dgp energy, llc$,$dgp energy$,$curated$,$d:2021-07-04$,$$,$$
$DGS$,$dgs$,$dgs$,$curated$,$d:2021-07-04$,$$,$$
$DI Silica$,$di silica$,$di silica$,$curated$,$d:2021-07-04$,$$,$$
$DIONIX$,$dionix$,$dionix$,$curated$,$d:2021-07-04$,$$,$$
$DIONIX Water Treatment Solutions$,$dionix water treatment solutions$,$dionix$,$curated$,$d:2021-07-04$,$$,$$
$DIRKTHOMAS Solutions, LLC$,$dirkthomas solutions, llc$,$dirk thomas solutions$,$curated$,$d:2021-09-12$,$$,$$
$DIVERSIFIED RESOURCES INC$,$diversified resources inc$,$diversified$,$curated$,$d:2021-07-04$,$$,$$
$DIVERTER PLUS$,$diverter plus$,$diverter plus$,$curated$,$d:2021-07-04$,$$,$$
$DJ Oil$,$dj oil$,$dj oil$,$curated$,$d:2021-07-04$,$$,$$
$DJR OPERATING, LLC$,$djr operating, llc$,$djr operating$,$curated$,$d:2021-07-04$,$$,$$
$DOW$,$dow$,$dow$,$curated$,$d:2021-07-04$,$$,$$
$DOW CHEMICAL COMPANY$,$dow chemical company$,$dow$,$curated$,$d:2021-07-04$,$$,$$
$DOW Chemical$,$dow chemical$,$dow$,$curated$,$d:2021-07-04$,$$,$$
$DOW Chemical Company$,$dow chemical company$,$dow$,$curated$,$d:2021-07-04$,$$,$$
$DOW Chemicals$,$dow chemicals$,$dow$,$curated$,$d:2021-07-04$,$$,$$
$DOWN HOLE CHEMICAL SOLUTIONS$,$down hole chemical solutions$,$downhole chemical solutions$,$curated$,$d:2021-07-04$,$$,$$
$DOWNHOLE CHEMICAL SOLUTIONS$,$downhole chemical solutions$,$downhole chemical solutions$,$curated$,$d:2021-07-04$,$$,$$
$DOwnhole CHemical Solutions$,$downhole chemical solutions$,$downhole chemical solutions$,$curated$,$d:2021-07-04$,$$,$$
$DPC$,$dpc$,$dpc$,$curated$,$d:2021-07-04$,$$,$$
$DPC Chemicals Inc$,$dpc chemicals inc$,$dpc$,$curated$,$d:2021-07-04$,$$,$$
$DPC Industries$,$dpc industries$,$dpc$,$curated$,$d:2021-07-04$,$$,$$
$DPC Industries Inc$,$dpc industries inc$,$dpc$,$curated$,$d:2021-07-04$,$$,$$
$DPC Industries LLC$,$dpc industries llc$,$dpc$,$curated$,$d:2021-07-04$,$$,$$
$DPC Industries, Inc$,$dpc industries, inc$,$dpc$,$curated$,$d:2021-07-04$,$$,$$
$DRI$,$dri$,$dri$,$curated$,$d:2021-07-04$,$$,$$
$DRILLING FLUIDS$,$drilling fluids$,$drilling fluid technology$,$curated$,$d:2021-07-04$,$$,$$
$DRILLING FLUIDS TECHNOLO GY$,$drilling fluids technolo gy$,$drilling fluid technology$,$curated$,$d:2021-07-04$,$$,$$
$DTE Gas Resources, LLC$,$dte gas resources, llc$,$dte gas resources$,$curated$,$d:2021-07-04$,$$,$$
$DU PONT$,$du pont$,$du pont$,$curated$,$d:2021-07-04$,$$,$$
$DUPONT$,$dupont$,$du pont$,$curated$,$d:2021-07-04$,$$,$$
$DURACHEM$,$durachem$,$durachem$,$curated$,$d:2021-07-04$,$$,$$
$DURACHEM PRODUCTION SERVICES$,$durachem production services$,$durachem$,$curated$,$d:2021-07-04$,$$,$$
$DURACHEM PRODUCTION SERVICES US$,$durachem production services us$,$durachem$,$curated$,$d:2021-07-04$,$$,$$
$DX/DPC$,$dx/dpc$,$dx/dpc$,$curated$,$d:2021-07-04$,$$,$$
$DYNACHEM USA, LLC$,$dynachem usa, llc$,$dynachem$,$curated$,$d:2021-07-04$,$$,$$
$Dakota$,$dakota$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$Dakota Chemical$,$dakota chemical$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$Dakota Chemicals$,$dakota chemicals$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$Dakota Distributing$,$dakota distributing$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$Dakota Distrubting$,$dakota distrubting$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$Dakota Resources, Inc.$,$dakota resources, inc.$,$dakota$,$curated$,$d:2021-07-04$,$$,$$
$Dale's Tank Truck$,$dale's tank truck$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$Dale's Tank Trucks$,$dale's tank trucks$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$Dales Tank$,$dales tank$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$Dales Tank Service$,$dales tank service$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$Dales Tank Truck$,$dales tank truck$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$Dales Tank Trucks$,$dales tank trucks$,$dales$,$curated$,$d:2021-07-04$,$$,$$
$Dallas Petroleum Group, LLC$,$dallas petroleum group, llc$,$dallas$,$curated$,$d:2021-07-04$,$$,$$
$Dallas Production$,$dallas production$,$dallas$,$curated$,$d:2021-07-04$,$$,$$
$Dallas Production, Inc$,$dallas production, inc$,$dallas$,$curated$,$d:2021-07-04$,$$,$$
$Dan A. Hughes Company, L.P.$,$dan a. hughes company, l.p.$,$dan a. hughes company$,$curated$,$D:2021-11-07$,$$,$$
